어린이집,도로명 주소,위도,경도,전화번호,관리기관,연장 보육반 설치 현황,데이터기준일자
해피트리어린이집,경기도 화성시 효행로291번길 26 관리동 1층 해피트리 어린이집,37.22258405,126.9767821,031-221-4106,화성시 아동보육과,N,2020-03-27
별하어린이집,경기도 화성시 동탄지성로 333 관리동,37.22286256,127.0488749,031-234-7074,화성시 아동보육과,N,2020-03-27
풍성사랑어린이집,경기도 화성시 융건로 99 풍성신미주아파트 관리동1층 (기안동),37.21991257,126.9883988,031-232-5758,화성시 아동보육과,N,2020-03-27
하늘채어린이집,경기도 화성시 병점2로 103 관리동1층 하늘채어린이집,37.21070613,127.0474258,031-236-2079,화성시 아동보육과,N,2020-03-27
아이꿈터어린이집,경기도 화성시 병점3로 157 주공 8단지 관리동 1층,37.21512032,127.0467232,031-225-5663,화성시 아동보육과,Y,2020-03-27
예원어린이집,경기도 화성시 안석길 106-9,37.1699024,126.8229875,031-355-9836,화성시 아동보육과,N,2020-03-27
사랑마을어린이집,경기도 화성시 봉담읍 북촌길 12-5,37.21852314,126.9757393,031-222-6241,화성시 아동보육과,Y,2020-03-27
무지개어린이집,경기도 화성시 봉담읍 생수길 39-1,37.19130807,126.9418107,031-298-9337,화성시 아동보육과,Y,2020-03-27
아이눈높이어린이집,경기도 화성시 최루백로 349-24,37.19866756,126.972192,031-223-3729,화성시 아동보육과,Y,2020-03-27
꿈사랑어린이집,경기도 화성시 병점2로 141 안화동마을 주공6단지 관리동1층 꿈사랑어린이집,37.21145441,127.0498219,031-233-2757,화성시 아동보육과,Y,2020-03-27
엔젤어린이집,경기도 화성시 병점4로 102   진안주공 10단지아파트  관리동 1층 엔젤어린이집,37.21614596,127.0415325,031-307-7004,화성시 아동보육과,N,2020-03-27
태안중앙어린이집,경기도 화성시 병점3로 72 느치미마을 주공아파트 태안중앙어린이집,37.20953687,127.0410653,031-237-9009,화성시 아동보육과,N,2020-03-27
예랑어린이집,경기도 화성시 병점3로 158 관리동,37.21386561,127.0486242,031-891-7179,화성시 아동보육과,N,2020-03-27
사강어린이집,경기도 화성시 송산면 사강시장길 7,37.21439742,126.7317277,031-357-5755,화성시 아동보육과,Y,2020-03-27
초롱어린이집,경기도 화성시 발안서로 11 주공아파트 관리동내 초롱어린이집,37.13214648,126.9007248,031-359-8313,화성시 아동보육과,Y,2020-03-27
마리아의종어린이집,경기도 화성시 봉담읍 최루백로 136-5,37.21006685,126.9555007,031-227-8271,화성시 아동보육과,N,2020-03-27
아이큰숲어린이집,경기도 화성시 봉담읍 동화역말길 73-18,37.21808877,126.9672777,031-298-9797,화성시 아동보육과,Y,2020-03-27
네오숲어린이집,경기도 화성시 효행로 229-22,37.22675238,126.9735857,031-221-4633,화성시 아동보육과,N,2020-03-27
상춘어린이집,경기도 화성시 송산면 삼존로 80,37.21598772,126.7650051,031-355-0890,화성시 아동보육과,Y,2020-03-27
성호어린이집,경기도 화성시 한신대길 67-10 관리동,37.20011353,127.0241408,031-234-0223,화성시 아동보육과,N,2020-03-27
초콜릿어린이집,경기도 화성시 영통로27번길 20 신영통현대아파트 4단지 관리동 2층,37.23376311,127.0615715,031-307-8440,화성시 아동보육과,N,2020-03-27
꿈누리어린이집,경기도 화성시 삼천병마로 1321-10 관리동,37.22303535,126.949084,031-298-7770,화성시 아동보육과,N,2020-03-27
아이랜드어린이집,경기도 화성시 장안면 기아자동차로 786-5,37.07559983,126.8155919,031-358-7187,화성시 아동보육과,N,2020-03-27
해나라어린이집,경기도 화성시 영통로27번길 53 관리동,37.23131074,127.0541793,031-202-2026,화성시 아동보육과,N,2020-03-27
아이랜드조이풀어린이집,경기도 화성시 봉담읍 동화새터길 11-10,37.22332044,126.9541994,031-227-9994,화성시 아동보육과,Y,2020-03-27
천천어린이집,경기도 화성시 매송고색로375번길 13 천천어린이집,37.24459804,126.9454995,031-294-4389,화성시 아동보육과,N,2020-03-27
봄빛어린이집,경기도 화성시 효행로 229-11 광도와이드빌아파트 관리동1층 꿀벌 (기안동),37.22657811,126.9749396,031-236-6889,화성시 아동보육과,N,2020-03-27
아해뜰어린이집,경기도 화성시 안녕북길 27 (안녕동),37.20718917,126.9831767,031-267-0234,화성시 아동보육과,Y,2020-03-27
지혜샘어린이집,경기도 화성시 영통로61번길 10 -30 관리동,37.23383662,127.0595193,031-204-7142,화성시 아동보육과,N,2020-03-27
해뜨는어린이집,"경기도 화성시 효행로1156번길 22 관리동 (병점동, 신미주아파트)",37.21183868,127.0513185,031-225-3200,화성시 아동보육과,Y,2020-03-27
나리찬어린이집,경기도 화성시 태안로 50 관리동,37.19794954,127.0422848,031-237-5664,화성시 아동보육과,N,2020-03-27
꿈터어린이집,경기도 화성시 영통로27번길 35-12 현대3차 관리동1층,37.2317533,127.0592271,031-205-1719,화성시 아동보육과,N,2020-03-27
참사랑어린이집,경기도 화성시 남양읍 신남안길 265 (신남동),37.188177,126.818836,031-357-5719,화성시 아동보육과,Y,2020-03-27
동남영아어린이집,경기도 화성시 만년로 470 14번지 동남훼미리아파트 관리동 1층,37.16115848,126.9841097,031-354-9428,화성시 아동보육과,N,2020-03-27
예솔어린이집,경기도 화성시 태안로 85 보육동,37.19985115,127.0375519,031-232-7503,화성시 아동보육과,Y,2020-03-27
우림어린이집,경기도 화성시 남양성지로 8  -5 우림아파트 관리동 1층 우림어린이집,37.20419066,126.8041664,031-355-2032,화성시 아동보육과,Y,2020-03-27
우림별초롱어린이집,경기도 화성시 효행로265번길 17 우림그린빌리지 관리동1층(기안동),37.22501844,126.9748828,031-226-9959,화성시 아동보육과,N,2020-03-27
리라어린이집,경기도 화성시 병점서로 8 리라어린이집 (병점동),37.20598687,127.0414587,031-226-6077,화성시 아동보육과,Y,2020-03-27
기쁨어린이집,경기도 화성시 병점동로 145 (진안동),37.21613797,127.0371594,031-234-5123,화성시 아동보육과,N,2020-03-27
새봄이어린이집,경기도 화성시 봉담읍 효행로 240-17 신일우남클래식타운 관리동,37.22692286,126.9713864,031-226-1237,화성시 아동보육과,N,2020-03-27
신안아이슐레어린이집,경기도 화성시 봉담읍 삼천병마로 1256-20 관리동1층,37.21608076,126.9480526,031-298-8288,화성시 아동보육과,Y,2020-03-27
한신어린이집,경기도 화성시 병점1로 80 한신아파트 관리동 1층,37.20344066,127.0426912,031-236-7179,화성시 아동보육과,N,2020-03-27
성심어린이집,경기도 화성시 은행나무로 807-24 (향남읍),37.11982569,126.9154667,031-352-7962,화성시 아동보육과,N,2020-03-27
해창이레어린이집,경기도 화성시 팔탄면 해창길 28-5,37.11018363,126.88056,031-353-0174,화성시 아동보육과,Y,2020-03-27
장안어린이집,경기도 화성시 독지골길 15  -3 장안어린이집,37.08210346,126.8289895,031-358-1858,화성시 아동보육과,Y,2020-03-27
아이젠어린이집,경기도 화성시 향남읍 서해로535번길 33-8,37.11272129,126.898987,031-354-3710,화성시 아동보육과,Y,2020-03-27
열린예술어린이집,경기도 화성시 병점2로 35 주공아파트 1단지 관리동 열린예술어린이집,37.20741377,127.0398273,031-222-7090,화성시 아동보육과,N,2020-03-27
명문어린이집,경기도 화성시 남양성지로 22-14,37.20465736,126.8053567,031-356-0551,화성시 아동보육과,Y,2020-03-27
꼬마아띠어린이집,경기도 화성시 봉담읍 샘마을길 26 관리동,37.21797385,126.9500225,031-227-6339,화성시 아동보육과,Y,2020-03-27
숲사랑어린이집,경기도 화성시 남양읍 남양시장로 39 (남양동),37.208834,126.8136354,031-356-6595,화성시 아동보육과,Y,2020-03-27
코원어린이집,경기도 화성시 향남읍 평4길 10-8,37.13061381,126.9096533,031-353-8293,화성시 아동보육과,N,2020-03-27
마야어린이집,경기도 화성시 팔탄면 지월길 36,37.1452966,126.889845,031-353-5577,화성시 아동보육과,Y,2020-03-27
으뜸어린이집,경기도 화성시 용주로12번길 18 으뜸어린이집 (송산동),37.20677925,127.0163117,031-223-7223,화성시 아동보육과,Y,2020-03-27
정남행복한어린이집,경기도 화성시 정남면 서봉로995번길 9,37.16210112,126.9709709,031-353-8942,화성시 아동보육과,N,2020-03-27
남양어린이집,경기도 화성시 남양읍 남양시장로45번길 12,37.20955965,126.8144177,031-356-6855,화성시 아동보육과,Y,2020-03-27
봉담어린이집,경기도 화성시 봉담읍 진등1길 56,37.22074561,126.9490443,031-298-0370,화성시 아동보육과,N,2020-03-27
신흥어린이집,경기도 화성시 우정읍 조암말미길36번길 20,37.08232536,126.806452,031-358-0960,화성시 아동보육과,N,2020-03-27
석포어린이집,경기도 화성시 장안면 무봉길 182,37.13393707,126.8342401,031-358-9224,화성시 아동보육과,N,2020-03-27
마도어린이집,경기도 화성시 석교로 158-34,37.20416481,126.7757915,031-357-6744,화성시 아동보육과,Y,2020-03-27
두레어린이집,경기도 화성시 우정읍 두레길 13,37.05723844,126.7956469,031-358-2659,화성시 아동보육과,N,2020-03-27
동탄어린이집,경기도 화성시 금곡로257번길 31,37.18327112,127.075225,031-376-1111,화성시 아동보육과,Y,2020-03-27
샛별어린이집,경기도 화성시 신남안길 203 (신남동),37.18506178,126.8147744,031-357-7977,화성시 아동보육과,N,2020-03-27
송산어린이집,경기도 화성시 송산면 송산동로 97-3,37.2225486,126.7391181,031-357-5539,화성시 아동보육과,N,2020-03-27
송림어린이집,경기도 화성시 황계남길 80 (송산동),37.21307569,127.0152459,031-222-4978,화성시 아동보육과,N,2020-03-27
비봉어린이집,경기도 화성시 비봉면 구포동길38번길 11-3,37.24919239,126.8864599,031-356-3383,화성시 아동보육과,N,2020-03-27
정남어린이집,경기도 화성시 정남면 만년로 565-8,37.17214229,126.9831114,031-353-7406,화성시 아동보육과,Y,2020-03-27
사회복지법인조암어린이집,경기도 화성시 우정읍 버들로292번길 16-1,37.08607081,126.7844663,031-351-0915,화성시 아동보육과,N,2020-03-27
발안어린이집,경기도 화성시 팔탄면 삼천병마로 553-7,37.1588627,126.92778,031-352-9922,화성시 아동보육과,N,2020-03-27
화성2삼성어린이집,경기도 화성시 동탄원천로 214-6,37.21082922,127.0708105,031-325-7979,화성시 아동보육과,N,2020-03-27
현대트랜시스동탄어린이집,경기도 화성시 동탄순환대로 881-10 704동 105호,37.20716449,127.0897415,031-377-7307,화성시 아동보육과,N,2020-03-27
기아화성어린이집,경기도 화성시 우정읍 기아자동차로 559 2층,37.06470194,126.7956116,031-351-8745,화성시 아동보육과,N,2020-03-27
이우아이어린이집,경기도 화성시 삼성1로2길 13 이우아이어린이집,37.22059963,127.0755906,031-379-9411,화성시 아동보육과,N,2020-03-27
해병대덕산어린이집,경기도 화성시 봉담읍 시청로 1311 해병대사령부 내,37.17307683,126.9239051,031-227-5352,화성시 아동보육과,Y,2020-03-27
동탄산단해솔어린이집,경기도 화성시 동탄면 동탄산단6길 12,37.1683856,127.0870565,031-373-6062,화성시 아동보육과,Y,2020-03-27
현대자동차남양연구소 어린이집,"경기도 화성시 남양읍 남양로621번길 40 상가동 1,2층",37.19838918,126.8234431,031-356-9689,화성시 아동보육과,Y,2020-03-27
화성시청햇살어린이집,경기도 화성시 시청로 159 화성시청 내 어린이집 (남양동),37.19990791,126.8305624,031-366-8341,화성시 아동보육과,Y,2020-03-27
화성삼성어린이집,경기도 화성시 삼성전자로 1-2 (반월동),37.22275236,127.0676657,031-208-3293,화성시 아동보육과,N,2020-03-27
향남제약공단어린이집,경기도 화성시 향남읍 제약공단1길 9,37.09549529,126.9061449,031-353-2052,화성시 아동보육과,N,2020-03-27
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
