시군명,명칭,분류명,소개
동두천시,동두천 노인전문병원,복지시설,"큰 규모의 경기도립 노인전문병원 총 3층으로 구성되어 있으며, 미용실, 공동목욕실, 휴게실, 야외정원 등으로 꾸며져 있다."
동두천시,동두천 캠프님블,소방/교정/군사시설,"군부대, 재개발지역"
동두천시,동두천 애신아동복지센터,복지시설,왕복 2차선 도로 안 넓은 규모 낡은 아동복지센터
동두천시,동두천 생연동 일대,주거시설,동두천시 생연동 주택가 주변
동두천시,동두천 보산동 일대,주거시설,동두천시 보산동 폐교 주변
동두천시,동두천 동연사거리주변,주거시설,동연사거리 주변 주택가 좁은 골목길
동두천시,동두천 폐아파트,공장관련시설,방치된지 10년 이상된 미군들이 쓰던 아파트
동두천시,동두천 보산동 폐교,교육연구시설,구 보산초등학교 폐건물
동두천시,동두천 동두천중앙성모의원,의료/장의시설,동두천 중앙시장 부근에 위치한 의원
동두천시,동두천 어울림근린공원,관광휴게시설,다양한 운동시설을 갖춘 도심속 공원
동두천시,동두천 노인전문병원,복지시설,"큰 규모의 경기도립 노인전문병원 총 3층으로 구성되어 있으며, 미용실, 공동목욕실, 휴게실, 야외정원 등으로 꾸며져 있다."
동두천시,동두천 캠프님블,소방/교정/군사시설,"군부대, 재개발지역"
동두천시,동두천 애신아동복지센터,복지시설,왕복 2차선 도로 안 넓은 규모 낡은 아동복지센터
동두천시,동두천 생연동 일대,주거시설,동두천시 생연동 주택가 주변
동두천시,동두천 보산동 일대,주거시설,동두천시 보산동 폐교 주변
동두천시,동두천 동연사거리주변,주거시설,동연사거리 주변 주택가 좁은 골목길
동두천시,동두천 폐아파트,공장관련시설,방치된지 10년 이상된 미군들이 쓰던 아파트
동두천시,동두천 보산동 폐교,교육연구시설,구 보산초등학교 폐건물
동두천시,동두천 동두천중앙성모의원,의료/장의시설,동두천 중앙시장 부근에 위치한 의원
동두천시,동두천 어울림근린공원,관광휴게시설,다양한 운동시설을 갖춘 도심속 공원
동두천시,동두천 개설예정도로,차량도로,광암동 시가지내 도로개설공사구간
동두천시,동두천 동두천기상대,교육연구시설,경기북동지역의 기상업무를 담당하며 기상정보 서비스를 제공하는 기관
동두천시,동두천 동두천성모병원,의료/장의시설,"장례식장, 응급실을 갖춘 병원"
동두천시,동두천 동두천시립도서관,교육연구시설,지역 사회의 정보 교육 문화 생활에 기여하기 위해 건립된 도서관
동두천시,동두천 동두천시청,행정시설,동두천시 관할 청사
동두천시,동두천 동두천종합운동장,운동시설,종합체육시설을 갖춘 운동장
동두천시,동두천 동두천청소년회관,공공생활시설,청소년을 위한 교육시설과 편의시설을 갖춘 청소년회관
동두천시,동두천 말뚝고개,차량도로,동두천과 연천을 연결하는 동두천시 소재 3번 국도
동두천시,동두천 상봉암지방산업단지,공장관련시설,"동두천시 상봉암동에 조성되어 음식료품, 1차금속산업, 조립금속, 화장용품 등을 생산하는 지방산업단지"
동두천시,동두천 소요산국민관광지,관광휴게시설,비교적 높진 않지만 수려한 산세를 자랑하는 소요산 일대 관광지
동두천시,동두천 소요산입구,차량도로,동두천시 소재의 소요산국립공원 진입로
동두천시,동두천 시가지우회도로,차량도로,동두천 시가지에서 연천방향으로 가는 3번 국도 옆 우회도로
동두천시,동두천 탑동계곡,자연,동두천시 왕방산과 국사봉 사이에 있는 계곡
동두천시,동두천 개설예정도로,차량도로,광암동 시가지내 도로개설공사구간
동두천시,동두천 동두천기상대,교육연구시설,경기북동지역의 기상업무를 담당하며 기상정보 서비스를 제공하는 기관
동두천시,동두천 동두천성모병원,의료/장의시설,"장례식장, 응급실을 갖춘 병원"
동두천시,동두천 동두천시립도서관,교육연구시설,지역 사회의 정보 교육 문화 생활에 기여하기 위해 건립된 도서관
동두천시,동두천 동두천시청,행정시설,동두천시 관할 청사
동두천시,동두천 동두천종합운동장,운동시설,종합체육시설을 갖춘 운동장
동두천시,동두천 동두천청소년회관,공공생활시설,청소년을 위한 교육시설과 편의시설을 갖춘 청소년회관
동두천시,동두천 말뚝고개,차량도로,동두천과 연천을 연결하는 동두천시 소재 3번 국도
동두천시,동두천 상봉암지방산업단지,공장관련시설,"동두천시 상봉암동에 조성되어 음식료품, 1차금속산업, 조립금속, 화장용품 등을 생산하는 지방산업단지"
동두천시,동두천 소요산국민관광지,관광휴게시설,비교적 높진 않지만 수려한 산세를 자랑하는 소요산 일대 관광지
동두천시,동두천 소요산입구,차량도로,동두천시 소재의 소요산국립공원 진입로
동두천시,동두천 시가지우회도로,차량도로,동두천 시가지에서 연천방향으로 가는 3번 국도 옆 우회도로
동두천시,동두천 탑동계곡,자연,동두천시 왕방산과 국사봉 사이에 있는 계곡
동두천시,동두천 노인전문병원,복지시설,"큰 규모의 경기도립 노인전문병원 총 3층으로 구성되어 있으며, 미용실, 공동목욕실, 휴게실, 야외정원 등으로 꾸며져 있다."
동두천시,동두천 캠프님블,소방/교정/군사시설,"군부대, 재개발지역"
동두천시,동두천 애신아동복지센터,복지시설,왕복 2차선 도로 안 넓은 규모 낡은 아동복지센터
동두천시,동두천 생연동 일대,주거시설,동두천시 생연동 주택가 주변
동두천시,동두천 보산동 일대,주거시설,동두천시 보산동 폐교 주변
부천시,부천 휴앤유재활병원,의료/장의시설,"300병상 규모의 재활전문 병원으로 중추신경계, 마비, 재활 및 정신재활 전문 병원입니다."
부천시,부천 21세기병원,의료/장의시설,2010년 6월에 개원한 지하3층 지상 12층으로 구성된 병원
부천시,부천 계수대로 미개통도로,차량도로,계수동 넓은 미개통 도로
부천시,부천 구까치울연대,소방/교정/군사시설,작동에 위치한 대대급 폐부대
부천시,부천 범박고등학교,교육연구시설,2006년에 개교한 남녀공학 고등학교
부천시,부천 유한대학,교육연구시설,"사회, 실무계 사립 전문대학"
부천시,부천 동중학교,교육연구시설,부천시 소재 중학교
부천시,부천 종합운동장 부설주차장,교통관련시설,부천종합운동장 맞은편에 위치한 주차건물
부천시,부천 상도중학교,교육연구시설,1994년 개교한 공립 중학교
부천시,부천 북중학교,교육연구시설,1969년 개교한 중학교
부천시,부천 북여자중학교,교육연구시설,1983년 개교한 여자 중학교
부천시,부천 원미동교회,종교시설,성도 2000여명이 동시 예배 드릴 수 있는 규모의 교회
부천시,부천 춘의동 삼천리자전거 대리점,위락/판매시설,자전거 수리 및 판매점
부천시,부천 원미동 삼천리자전거 대리점,위락/판매시설,자전거 수리 및 판매점
부천시,부천 부천장례식장,의료/장의시설,전문 장례식장
부천시,부천 터미널 소풍,교통관련시설,종합버스터미널과 영화관 등을 갖춘 복합 쇼핑몰
부천시,부천 원미구 원미동,주거시설,부천의 예전 시내모습이 남아있는 동네
부천시,부천 산울림청소년수련관,교육연구시설,부천문화재단 소유의 청소년수련관
부천시,부천 타이거월드,운동시설,각종 스포츠 시설을 갖춘 복합레저타운
부천시,부천 아트포럼 RHEE(리),일반생활시설,부천 상동 주택가 위치한 독특한 구조의 갤러리 카페
부천시,부천 춘의테크노파크II 202동 옥상,업무시설,아파트형 공장 빌딩인 춘의테크노파크II 202동 16층 옥상
부천시,부천 경기콘텐츠진흥원15층 옥상공원,업무시설,부천 춘의테크노파크II 202동 15층에 위치한 진흥원 아카데미 테라스
부천시,부천 원미공원지하도,차량도로,원미공원 진입로에 위치한 지하도
부천시,부천 춘의정,민속/기타,부천 도당공원 내에 위치한 팔각정
부천시,부천 원미공원,관광휴게시설,원미산 아래 약 80㎢의 부지에 조성된 공원
부천시,부천 가톨릭대학교,교육연구시설,사립 종합대학
부천시,부천 도당공원,관광휴게시설,"부천시 원미구 춘의동과 도당동, 오정구 여월동 일원에 조성된 공원"
부천시,부천 복사골문화센터,공공생활시설,"여성, 청소년, 문화의 다양한 프로그램이 진행되는 복합문화공간"
부천시,부천 부천시립중앙도서관,교육연구시설,"부천시립도서관 소속 도서관으로, 이외에 심곡도서관, 북부도서관, 꿈빛도서관, 책마루도서관이 있음"
부천시,부천 부천시청,행정시설,"중동대로와 부천시외버스터미널, 주변 유흥가가 인접한 청사"
부천시,부천 부천실내체육관,운동시설,실내체육관과 야외체육시설 및 문화시설을 갖춘 종합체육관
부천시,부천 부천인공암벽,운동시설,부천종합운동장 내에 있는 인공암벽 등반시설
부천시,부천 부천종합운동장,운동시설,"종합 경기시설과 음악, 영화, 전시관 등 각종 부대시설이 갖춰진 종합경기장"
부천시,부천 부천중앙공원,관광휴게시설,부천시청과 가까우며 중앙에 큰 연못과 분수가 있는 근린1호공원
부천시,부천 아인스월드,문화시설,부천 영상문화단지에 위치하여 세계 유명건축물 미니어처가 전시된 테마파크
부천시,부천 영화의 거리,위락/판매시설,부천시 송내역과 인천지방법원 부천지청 사이에 형성된 번화가
부천시,부천 판타스틱스튜디오,문화시설,"1930년~1970년대의 서울의 종로, 명동거리를 재현해놓은 영상촬영 스튜디오"
부천시,부천 성주산생활체육공원,운동시설,부천시시설관리공단에서 운영하는 체육시설
부천시,부천 소사본동 폐건물,공장관련시설,부천 소사본1동 여우고개 옆 개발제한구역에 위치한 폐축사 건물
부천시,부천 여우고개길,차량도로,부천과 시흥을 넘어 가는 구도로 고개길
부천시,부천 소사구 심곡본동,주거시설,"지대가 높은 곳에 위치한 주택가로, 조용한 편이며 시내 전경이 한눈에 들어옴"
부천시,부천 괴안동 연립주택,주거시설,서민층의 생활공간으로 변두리 고지대 위치한 저층 연립촌
부천시,부천 고강동 삼천리자전거 대리점,위락/판매시설,자전거 수리 및 판매점
부천시,부천 오쇠삼거리,차량도로,서울 부천 경계 6번 국도 김포공항앞 70년대 모습의 삼거리
부천시,부천 커피컷,일반생활시설,"케미커피, 아기자기한 커피숍"
부천시,부천 춘의테크노파크2차201동사무실,업무시설,부천 춘의테크노파크에 위치한 빈사무실
