시설번호,시설유형,실내/실외,구,동,시설명,소재지주소,면적(㎡),설치일자,민간/공공구분,놀이기구종류,안전검사일(최종),안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
16361,주택단지,실외,중원구,상대원동,성지아파트 놀이시설 1,"경기도 성남시 중원구 순환로 178 (상대원동, 성지아파트)", 323 ,1989-11-08,민간,그네(1)+흔들놀이기구(1)+충격흡수용표면재(1),2020-12-14,Y,Y,N,02-507-6577,2021-06-30
16364,주택단지,실외,중원구,상대원동,상대원 선경2차아파트 (101동),"경기도 성남시 중원구 금상로 134 (상대원동, 선경상대원2차아파트)", 350 ,2012-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-09-17,Y,Y,N,02-725-5901,2021-06-30
16365,주택단지,실외,중원구,상대원동,상대원 선경2차아파트 (104동),"경기도 성남시 중원구 금상로 134 (상대원동, 선경상대원2차아파트)", 350 ,2012-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-09-17,Y,Y,N,02-725-5901,2021-06-30
16366,주택단지,실외,중원구,상대원동,상대원 선경2차아파트 (105동),"경기도 성남시 중원구 금상로 134 (상대원동, 선경상대원2차아파트)", 378 ,2012-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-09-17,Y,Y,N,02-725-5901,2021-06-30
16367,주택단지,실외,중원구,상대원동,상대원 선경2차아파트 (115동),"경기도 성남시 중원구 금상로 134 (상대원동, 선경상대원2차아파트)", 560 ,2012-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-09-17,Y,Y,N,02-725-5901,2021-06-30
16368,주택단지,실외,중원구,상대원동,상대원 선경2차아파트 (117동),"경기도 성남시 중원구 금상로 134 (상대원동, 선경상대원2차아파트)", 592 ,2012-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-09-17,Y,Y,N,02-725-5901,2021-06-30
16370,주택단지,실외,중원구,하대원동,성남자이아파트 103동 놀이터,"경기도 성남시 중원구 둔촌대로 363 (하대원동, 자이아파트)", 412 ,2007-07-24,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-07-17,Y,Y,N,031-752-9912,2021-06-30
16393,어린이집,실외,수정구,태평동,동산어린이집 놀이시설,경기도 성남시 수정구 수정로153번길 17 (태평동), 175 ,2004-03-18,민간,조합놀이대(1)+충격흡수용표면재(1),2021-05-10,Y,Y,N,031-757-7633,2021-06-30
16394,어린이집,실외,수정구,태평동,아이세상어린이집 놀이터,경기도 성남시 수정구 수정로135번길 5-1 (태평동), 177 ,1991-04-15,민간,조합놀이대(1)+충격흡수용표면재(1),2020-03-03,Y,Y,N,031-755-2662,2021-06-30
16396,어린이집,실외,수정구,사송동,선사어린이집 놀이터,경기도 성남시 수정구 탄천로319번길 4 (사송동), 700 ,2007-07-01,민간,미끄럼틀(4)+오르는기구(1)+충격흡수용표면재(2),2020-01-29,Y,Y,N,031-723-9407,2021-06-30
16397,어린이집,실외,수정구,태평동,성남삼성어린이집,경기도 성남시 수정구 수정로217번길 5 (태평동), 179 ,1993-05-10,민간,조합놀이대(1)+충격흡수용표면재(2),2020-04-21,Y,Y,N,031-722-1815,2021-06-30
23054,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을5단지 512동 놀이터,"경기도 성남시 중원구 도촌북로 78 (도촌동, 휴먼시아섬마을5단지아파트)",,2009-02-16,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-02-01,Y,Y,N,,2021-06-30
23672,주택단지,실외,분당구,분당동,샛별마을 라이프아파트 109동,"경기도 성남시 분당구 분당로 190 (분당동, 샛별마을라이프아파트)",,1993-01-01,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-09-16,Y,Y,N,,2021-06-30
23673,공공도서관,실외,분당구,야탑동,도서관사업소 놀이터(1),경기도 성남시 분당구 판교로 546 (야탑동),,2008-06-09,공공,조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,031-729-4612,2021-06-30
23677,어린이집,실외,분당구,궁내동,보바스어린이집 놀이시설,경기도 성남시 분당구 궁내로40번길 37-7 (궁내동), 104 ,2008-05-30,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-04-01,Y,Y,N,031-719-3600,2021-06-30
23877,도시공원,실외,분당구,백현동,숲안(판교12호),경기 성남시 분당구 백현동548번지, 892 ,2009-12-04,공공,그네(1)+미끄럼틀(2)+흔들놀이기구(3)+조합놀이대(2)+충격흡수용표면재(1),2018-08-31,Y,Y,N,031-729-7386,2021-06-30
23878,도시공원,실외,분당구,백현동,물방울(판교13호),경기 성남시 분당구 백현동606, 380 ,2009-12-04,공공,흔들놀이기구(3)+조합놀이대(2)+충격흡수용표면재(1),2021-06-04,Y,Y,N,031-729-7386,2021-06-30
23879,도시공원,실외,분당구,백현동,정자목(판교14호),경기 성남시 분당구 백현동571, 259 ,2009-12-04,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-06-04,Y,Y,N,031-729-7386,2021-06-30
23880,도시공원,실외,분당구,백현동,보물섬(판교15호),경기 성남시 분당구 백현동584, 478 ,2009-12-04,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(2)+스페이스네트(1),2020-10-21,Y,Y,N,031-729-7386,2021-06-30
24329,어린이집,실내,분당구,정자동,SK주식회사 늘푸른어린이집 놀이시설,경기도 성남시 분당구 성남대로343번길 9 (정자동), 120 ,2010-02-12,민간,조합놀이대(1)+충격흡수용표면재(1),2020-01-28,Y,Y,N,02-6400-0655,2021-06-30
24682,공공도서관,실외,분당구,야탑동,도서관사업소 놀이터(2),경기도 성남시 분당구 판교로 546 (야탑동),,2008-07-13,공공,그네(1)+흔들놀이기구(3)+충격흡수용표면재(1),2020-11-06,Y,Y,N,031-729-4612,2021-06-30
24823,도시공원,실외,분당구,이매동,누엣길(26호),경기 성남시 분당구 이매동125번지,,2008-07-29,공공,그네(1)+회전놀이기구(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2020-08-27,Y,Y,N,031-729-7386,2021-06-30
24833,도시공원,실외,분당구,수내동,내정(45호),경기 성남시 분당구 수내동 62번지, 729 ,2008-07-29,공공,그네(1)+흔들놀이기구(4)+조합놀이대(2)+충격흡수용표면재(1),2020-10-20,Y,Y,N,031-729-7462,2021-06-30
24838,어린이집,실외,수정구,신흥동,수정구청 직장어린이집 놀이터,경기도 성남시 수정구 수정로 283 (신흥동),,2008-07-29,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-06-29,Y,Y,N,031-729-5580,2021-06-30
24961,도시공원,실외,분당구,판교동,미르(판교7호),경기 성남시 분당구 판교동547,,2010-10-08,공공,그네(1)+미끄럼틀(1)+흔들놀이기구(2)+조합놀이대(2)+충격흡수용표면재(1),2021-06-18,Y,Y,N,031-308-0405,2021-06-30
25134,주택단지,실외,분당구,운중동,산운마을2단지 월든힐스아파트 208동 옆 놀이터,"경기도 성남시 분당구 산운로 37 (운중동, 산운마을판교월든힐스2단지아파트)",,2010-10-11,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,031-8017-9905,2021-06-30
25871,어린이집,실외,분당구,야탑동,서광어린이집 놀이시설,경기도 성남시 분당구 판교로 685 (야탑동), 256 ,2003-08-01,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-09-09,Y,Y,N,,2021-06-30
26076,어린이집,실외,수정구,태평동,태평제일어린이집 놀이터(공공),경기도 성남시 수정구 공원로 415 (태평동), 130 ,2010-09-15,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-03-10,Y,Y,N,032-450-5663,2021-06-30
26366,주택단지,실외,분당구,야탑동,목련마을 미원빌라 놀이터,"경기도 성남시 분당구 야탑로231번길 45 (야탑동, 목련마을미원빌라)", 288 ,2008-10-20,민간,그네(1)+정글짐(1)+충격흡수용표면재(1),2021-04-09,Y,Y,N,031-703-4131,2021-06-30
26805,어린이집,실외,중원구,상대원동,대림어린이집 놀이터,경기도 성남시 중원구 금상로 88-1 (상대원동),,2010-03-19,민간,조합놀이대(1)+충격흡수용표면재(1),2020-03-03,Y,Y,N,031-742-4549,2021-06-30
26877,도시공원,실외,수정구,단대동,양지공원 놀이터(3),경기 성남시 수정구 단대동6985-14, 178 ,2010-06-01,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-07-29,Y,Y,N,031-729-4272,2021-06-30
27323,도시공원,실외,분당구,야탑동,탑골(16호),경기 성남시 분당구 야탑동521, 471 ,2010-03-30,공공,그네(1)+흔들놀이기구(6)+조합놀이대(1)+충격흡수용표면재(1),2020-08-27,Y,Y,N,031-729-7386,2021-06-30
27580,어린이집,실외,중원구,여수동,성남시청 직장어린이집 실내놀이터,경기도 성남시 중원구 성남대로 997 (여수동),,2010-04-14,민간,조합놀이대(1)+충격흡수용표면재(1),2019-12-12,Y,Y,N,,2021-06-30
28042,주택단지,실외,분당구,운중동,산운마을13단지 데시앙 1307동,"경기도 성남시 분당구 판교원로82번길 30 (운중동, 산운마을13단지아파트)",,2010-05-25,민간,그네(1)+오르는기구(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-06-11,Y,Y,N,,2021-06-30
28043,주택단지,실외,분당구,운중동,산운마을13단지 데시앙 1302동,"경기도 성남시 분당구 판교원로82번길 30 (운중동, 산운마을13단지아파트)",,2010-05-25,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-06-11,Y,Y,N,031-667-9492,2021-06-30
28044,주택단지,실외,분당구,운중동,산운마을13단지 데시앙 1310동,"경기도 성남시 분당구 판교원로82번길 30 (운중동, 산운마을13단지아파트)",,2010-05-25,민간,조합놀이대(2)+충격흡수용표면재(1)+기타(4),2020-06-11,Y,Y,N,,2021-06-30
28284,주택단지,실외,분당구,운중동,산운마을13단지 데시앙 1312동,"경기도 성남시 분당구 판교원로82번길 30 (운중동, 산운마을13단지아파트)",,2010-05-25,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1)+기타(1),2020-06-11,Y,Y,N,042-485-4234,2021-06-30
28447,어린이집,실외,분당구,삼평동,삼평어린이집 놀이터(공공),경기도 성남시 분당구 동판교로 268 (삼평동), 280 ,2010-03-11,민간,흔들놀이기구(5)+조합놀이대(2)+충격흡수용표면재(2),2020-02-18,Y,Y,N,031-8016-9012,2021-06-30
28547,주택단지,실외,분당구,운중동,산운마을7단지아파트 702동 앞 놀이터1,"경기도 성남시 분당구 산운로 135 (운중동, 산운마을7단지아파트)",,2010-05-28,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-09-21,Y,Y,N,031-8017-3371,2021-06-30
28548,주택단지,실외,분당구,운중동,산운마을7단지아파트 711동 앞 놀이터,"경기도 성남시 분당구 산운로 135 (운중동, 산운마을7단지아파트)",,2010-06-08,민간,흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-09-21,Y,Y,N,031-8017-3371,2021-06-30
28708,도시공원,실외,분당구,분당동,안말(38호),경기 성남시 분당구 분당동 194-3, 292 ,2008-12-01,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-08-27,Y,Y,N,031-729-7462,2021-06-30
28766,도시공원,실외,분당구,구미동,무지개(73호),경기 성남시 분당구 구미동 230,,2009-02-02,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-11-26,Y,Y,N,031-729-7462,2021-06-30
28767,도시공원,실외,분당구,정자동,늘푸른(56호),경기도 성남시 분당구 정자동 182,,2009-02-02,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-02-06,Y,Y,N,031-729-7462,2021-06-30
28960,도시공원,실외,분당구,구미동,벌말(60호),경기도 성남시 분당구 구미동51번지,,2008-11-27,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-11-26,Y,Y,N,031-729-7462,2021-06-30
29046,주택단지,실외,분당구,운중동,산운마을5단지 한성필하우스 101동 앞 놀이터,"경기도 성남시 분당구 산운로 97 (운중동, 한성필하우스아파트)",,2009-02-26,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2021-02-08,Y,Y,N,,2021-06-30
29097,주택단지,실외,분당구,구미동,"까치마을 건영빌라3,6단지 3단지(302동 앞)","경기도 성남시 분당구 미금일로 122 (구미동, 까치마을건영빌라)", 80 ,1995-06-07,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-07-17,Y,Y,N,031-717-8422,2021-06-30
29219,주택단지,실외,분당구,야탑동,탑마을주공8단지 관리동앞 놀이터,"경기도 성남시 분당구 매화로 12 (야탑동, 탑마을주공8단지아파트)",,2008-11-10,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-20,Y,Y,N,031-705-3036,2021-06-30
29582,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을5단지 504동 놀이터,"경기도 성남시 중원구 도촌북로 78 (도촌동, 휴먼시아섬마을5단지아파트)",,2009-02-16,민간,흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2021-02-01,Y,Y,N,,2021-06-30
29583,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을5단지 506동 놀이터,"경기도 성남시 중원구 도촌북로 78 (도촌동, 휴먼시아섬마을5단지아파트)",,2009-02-16,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2021-02-01,Y,Y,N,,2021-06-30
29906,도시공원,실외,중원구,은행동,은행공원 놀이터,경기 성남시 중원구 은행동199-1, 277 ,2008-12-10,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-07-17,Y,Y,N,031-729-4274,2021-06-30
29950,도시공원,실외,중원구,중앙동,대원공원 축복놀이터,경기도 성남시 중원구 중앙동2169,,2006-01-01,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-07-25,Y,Y,N,031-729-4274,2021-06-30
29967,도시공원,실외,중원구,중앙동,대원공원 햇빛 물이용놀이터,경기도 성남시 중원구 중앙동1436, 860 ,2006-10-25,공공,그네(1)+흔들놀이기구(3)+조합놀이대(3)+충격흡수용표면재(1)+물이용놀이기구(3),2019-07-29,Y,Y,N,031-729-4272,2021-06-30
29969,도시공원,실외,중원구,은행2동,은행2동 은행 어린이공원,경기 성남시 중원구 은행2동 1417-1," 2,905 ",2007-04-04,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-04-07,Y,Y,N,031-729-6455,2021-06-30
30236,주택단지,실외,분당구,삼평동,봇들마을2단지 이지더원 208동 앞 놀이터,"경기도 성남시 분당구 판교로 393 (삼평동, 봇들마을2단지이지더원아파트)",,2009-03-02,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2021-02-16,Y,Y,N,,2021-06-30
30237,주택단지,실외,분당구,삼평동,봇들마을2단지 이지더원 213동 앞 놀이터,"경기도 성남시 분당구 판교로 393 (삼평동, 봇들마을2단지이지더원아파트)",,2009-03-02,민간,그네(1)+흔들놀이기구(7)+조합놀이대(2)+충격흡수용표면재(1),2021-02-16,Y,Y,N,,2021-06-30
30238,주택단지,실외,분당구,삼평동,봇들마을2단지 이지더원 관리동 옆 놀이터,"경기도 성남시 분당구 판교로 393 (삼평동, 봇들마을2단지이지더원아파트)",,2009-03-02,민간,흔들놀이기구(2)+충격흡수용표면재(1),2021-01-25,Y,Y,N,,2021-06-30
30414,주택단지,실외,분당구,야탑동,탑마을대우아파트 205동옆,"경기도 성남시 분당구 판교로 421 (야탑동, 탑마을대우아파트)",,2008-11-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-11-16,Y,Y,N,,2021-06-30
30645,도시공원,실외,수정구,복정동,복정어린이공원,경기 성남시 수정구 복정동635, 235 ,2008-12-18,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-06-07,Y,Y,N,031-729-5455,2021-06-30
30646,도시공원,실외,수정구,복정동,복우물어린이공원,경기 성남시 수정구 복정동697, 230 ,2008-12-18,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-06-07,Y,Y,N,031-729-5455,2021-06-30
30647,도시공원,실외,수정구,복정동,기왓골 어린이공원,경기 성남시 수정구 복정동648, 238 ,2008-12-18,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,031-729-5455,2021-06-30
30649,주택단지,실외,분당구,서현동,시범단지 우성아파트 206동 놀이터,"경기도 성남시 분당구 중앙공원로 54 (서현동, 시범단지우성아파트)",,2008-12-15,민간,그네(1)+정글짐(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-12-01,Y,Y,N,,2021-06-30
