,name,소개,상세 정보,이용 시간,요금 정보,장소 특성,주요목적,주요목적 기타,평균 소요 시간,경사도(난이도),편의시설,기타 상세,장애인 시설정보,장애인 활동 보조 필요성,부대시설,숙박 업종,대표 메뉴 상세,금연여부,등급,룸개수,셔틀버스 운행 여부,애완동물동반허용여부,조식제공 여부,예약 가능 여부,노키즈존,대표 메뉴,방 보유,유아 서비스,유아 서비스 상세,부대시설 기타,Late체크인여부,공항교통편,장애인전용객실여부,유아 서비스 기타,취급품목,취급품목 기타,택배배송여부
243,자구리공원,"생활근린공원으로 해안가에 위치한, 아름다운 풍경과 낭만이 있는 산책공원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,전농로 서사라문화거리,매년 봄 왕벚꽃 축제가 열리는 구도심 제주의 거리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,제주도립김창열미술관,물방울 화가로 불리는 김창열화백의 업적과 정신을 기리기 위해 설립한 제주도립 미술관,"동절기: 09:00 ~ 18:00 하절기: 09:00 ~ 20:00 매주 월요일 휴무, 1월 1일, 설날 및 추석 휴무","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,일반입장료 : 2.000원 / 장애인할인입장료 : 무료 (1-3급 동반 할인)",실내,공연/전시,,1시간 미만,중,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
246,제주올레 1코스,제주의 가장 첫 번째 제주올레 길의 탄생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,톨칸이,소의 여물통을 닮은 톨칸이해변,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,한림항,제주의 서쪽에서 가장 큰 연안항,연중무휴,,,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,
249,고내리포구,소박한 고깃배의 정취를 느끼며 걷고 또 걷는 제주의 해안길 여행,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,국립제주박물관,동북아시아 문화교류의 거점인 제주도 역사와 문화의 전당,"휴관일 : 매주 월요일(단, 월요일이 공휴일인 경우 다음날 휴관), 매년 1월1일</br>화~금요일 09:00~18:00 / 토 · 일 · 공휴일 09:00~19:00 / 야간개장 : 3월~10월 매주 토요일 21:00까지","평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00",무료,실내,공연/전시,,1~2시간,하,"공용주차장,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,,,,,,,,,,,,,,,,,,,,,,,,,
251,그랑블루 요트투어,대포항 앞 제주바다에서 누비는 요트체험,연중무휴,,,,,,,,"공용주차장,화장실,무료 WIFI",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
252,김녕금속공예벽화마을,김녕리의 금속공예 조각품과 벽화가 있는 아름다운 마을,24시간(해뜰때부터 해질때까지),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,사라봉,붉은 노을이 온 바다를 물들이는 모습이 아름다운 사라봉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,서귀포유람선,"제주 새섬, 범섬, 외돌개, 정방폭포 서귀포시 추천관광지를 유람선에서 관광할 수 있다.","배출항시간 : 11:00, 14:00, 15:20","평일 : 11:30 ~ 15:20 , 주말 : 11:30 ~ 15:20",,,,,,,"공용주차장,현금결제,카드결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
255,서귀포천문과학문화관,제주도내 최초의 천문우주관련 과학관,"1월1일, 설날, 추석, 월요일(다만 공휴일과 겹치는 월요일은 제외), 내부사정에 따른 임시휴관일","평일 : 14:00 ~ 22:00 , 주말 : 14:00 ~ 22:00","유료,성인 2.000원 / 장애인 무료",실내,공연/전시,,1시간 미만,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
256,신창리포구,바다마을의 매력을 느낄 수 있는 포구,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,영주산,신선이 살았다는 영주산,,,,실외,"등산,포토스팟",,,중,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,저지 예술인 마을,독특한 풍광과 전국 예술인들이 모여 형성된 문화예술인촌,,,,,,,,,"화장실,편의점",,,,,,,,,,,,,,,,,,,,,,,,,,
259,제주올레 17코스,시내에서 즐기는 올레길,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,조랑말체험공원,"제주의 말이 나고 자란 땅에 예술과 문화의 씨앗을 뿌려, 가시리 마을의 행복한 성장을 꿈꾸고 실현하는, 복합 말 문화공간",연중 무휴,"평일 : 09:30 ~ 18:00 , 주말 : 09:30 ~ 18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,테디베어사파리 테지움,"테디베어와 동물인형들을 직접만져보고,안아보고 함께 사진찍을수있는 체험형 오픈전시관",연중무휴/폐장 1시간전 매표마감,"평일 : 08:30 ~ 19:00 , 주말 : 08:30 ~ 19:00","유료,장애인 할인 입장료 : 4.500원",실내+실외,"포토스팟,공연/전시",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
262,화순금모래해수욕장,야외 수영장에서 담수욕을 즐길 수 있는 해수욕장,,,,,,,,,"공용주차장,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
263,곶자왈,"생태계의 보고, 제주의 허파라 불리는 수풀이 우거진 숲",휴무관련없음,,,,,,,,"공용주차장,화장실,유도 및 안내시설",UNESCO 세계지질공원,,,,,,,,,,,,,,,,,,,,,,,,,
264,그리스신화박물관 / 트릭아이미술관,"루브르, 바티칸박물관 명화와 대리석 조각상 200점 재현! 시공간을 초월하는 입체미술체험관!",연중무휴,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,장애인 9.000원",실내+실외,"공연/전시,포토스팟",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,편의점,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
265,누웨마루거리(구 바오젠),차없는 거리로 중국관광객들이 많이 찾는 거리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,대장금촬영지(제주민속촌),MBC 인기드라마 '대장금'의 촬영장소,"연중 무휴 / 동절기(10월~2월) - 08:30~17:00, 동절기(3월) - ~17:30, 하절기(4월~7월15일, 9월) - ~18:00, 하절기(7월16일~8월) - ~18:30","평일 : 08:30 ~ 18:00 , 주말 : 08:30 ~ 18:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,경보 및 피난시설,임산부 휴게시설",,,,,,,,,,,,,,,,,,,,,,,,,,
267,두맹이골목,옛추억을 꺼내주는 제주의 벽화마을,,,,,,,,,유도 및 안내시설,,,,,,,,,,,,,,,,,,,,,,,,,,
268,사라봉공원,"제주의 아침이 열리는 사라봉공원, 영주 10경 중의 하나인 사봉낙조의 장관을 볼 수 있는 곳",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,성산오조리해안,제주에서 조개잡이 체험장으로 유명한 성산 오조리 해안,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,안돌오름,밧돌오름의 죽마고우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,영실기암,한라산 영실코스에서 만날 수 있는 영실기암 · 세계생물권보존지역 · 세계자연유산 · 세계지질공원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,익스트림제주카약올레,에메랄드빛 아름다운 제주바다 한담해변을 가장 가까이 즐기는 방법!,이용시간 당일 문의 필요,"평일 : 09:30 ~ 19:00 , 주말 : 09:30 ~ 19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,제주국제컨벤션센터 icc,"제주의 대표적인 MICE 인프라인 제주국제컨벤션센터, 각종 회의 및 전시 행사가 진행된다",연중 무휴,"평일 : 00:00 ~ 00:00 , 주말 : 00:00 ~ 00:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터",,,,,,,,,,,,,,,,,,,,,,,,,,
274,제주올레 9코스,드넓은 초원과 우거진 숲길을 따라 걷는 길,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,종달리해변,이름도 예쁜 ＇종달리＇라는 마을은 동쪽의 끝이란 의미를 가진 소박하고 귀여운 동네에 위치한 종달리 해변입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,천아숲길 천아계곡,한라산 둘레길에 자리한 단풍명소,,,,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,
277,천왕사,아흔아홉골 자락에 위치한 경관이 좋은 사찰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,청수곶자왈,제주도내 최대 운문산 반딧불이 서식지,"계절, 현지 사정에 따라 다름",,,,,,,,"공용주차장,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
279,초콜릿박물관,세계 10대 초콜릿박물관,"연중무휴/4월~7월22일 10:00~18:00, 7월23일~8월23일 ~19:00, 8월24일~10월 ~18:00, 11월~3월 ~17:00","평일 : 10:30 ~ 17:00 , 주말 : 10:30 ~ 17:00","유료,대인 입장료 ; 7.000원, 소인 입장료 : 5,000원 / 장애인입장료 : 1-2급 무료",실내,공연/전시,,1시간 미만,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",,,,,,,,,,,,,,,,,,,,,,,,,,
280,해맞이해안로,제주에서 가장 인기있는 해안도로 해맞이해안도로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,김녕해안도로,김녕에서 하도까지 바다를 끼고 달리는 길,,,,,,,,,"공용주차장,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
282,도순다원,녹차밭과 어우러진 한라산의 모습을 볼 수 있는 곳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,민오름(구좌읍),故 이승만 대통령의 별장이였던 귀빈사가 있는 곳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,백조일손지묘(백조일손지지),4.3항쟁시 억울하게 죽은 유골들을 모아 추모할 수 있도록 만든 묘,종일 / 연중무휴,,,,,,,,유도 및 안내시설,,,,,,,,,,,,,,,,,,,,,,,,,,
285,번개과학체험관,여러 가지 자연현상에 대한 과학적인 원리를 알고 싶다면 번개과학관이 제격이다. 우주 과학자인 찌니와 제주도를 대표한 귀여운 도니를 따라 과학관을 훑다 보면 자신도 모르는 사이 번개와 에너지 박사가 되어 문을 나서게 된다. 도슨트 프로그램을 이용하면 어려운 과학 이론도 귀에 쏙쏙 들어온다.,연중무휴/성수기 : 09:00~20:00 폐관시간 1시간 전까지 입장가능 / 관람시간이 변경될 수 있으니 사전 문의 바랍니다.,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,장애인 할인 입장료 : 8.000원",실내+실외,"체험,공연/전시",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
286,별도봉,화북악이라고 부르는 곳으로 제주항과 앞바다 등이 한눈에 내려다보이는 오름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,별방진,조선시대 제주도 동부지역 최대 기지였던 성,,,,,,,,,유도 및 안내시설,,,,,,,,,,,,,,,,,,,,,,,,,,
288,비체올린,카약타고 캠핑하고 상상 그 이상의 즐거움이 가득한 국내최초 힐링카약파크!!,"매일 11:00~16:00, 카페 수요일 휴무","평일 : 11:00 ~ 16:00 , 주말 : 11:00 ~ 16:00",유료,,,,,,"공용주차장,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
289,순례자의교회,한경에 위치한 아주 작은 교회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,신화테마파크,한국 토종 애니메이션으로 세계적인 인기를 끈 라바의 세계관이 곳곳에 심어진 정통 테마파크..,,"평일 : 10:00 ~ 20:00 , 주말 : 10:00 ~ 20:00","유료,요금 정보: 자유 이용권 : 20,000원, 싱글 라이드 : 4,000원, 빅3 : 11,000원, 빅5 : 18,000원",실내+실외,기타,,2~3시간,중,"카드결제,화장실,공용주차장,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,현금결제",,,,,,,,,,,,,,,,,,,,,,,,,,
291,아라리오뮤지엄탑동시네마,원도심속 버려진 건물을 개조해 만든 전시관,"매주 월요일 휴무, 전시장 입장과 입장권 구매는 18시까지","평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00","유료,장애인 할인 입장료 : 5.000원",실내,공연/전시,,1시간 미만,하,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,용두암해안도로카페거리,낭만스러운 노을을 감상할 수 있는 곳,,,,,,,,,"화장실,편의점",,,,,,,,,,,,,,,,,,,,,,,,,,
293,이승이오름(이승악),이승이오름은 살쾡이를 닮아서 이승이란 이름을 갖게 되었지만 정확한 생김새를 확인하기는 수월치 않다. 능선에 울창하게 자라난 나무들 때문이다.,[object Object],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"저지오름(닥몰오름,새오름)",비양도와 한라산이 보이는 저지리의 아름다운 오름,연중무휴,,,,,,,,"공용주차장,화장실,유도 및 안내시설",,,,,,,,,,,,,,,,,,,,,,,,,,
295,제주올레 19코스,다채롭고 아름다운 제주올레 19코스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,제주올레 20코스,아름다운 제주바다와 바람의 길,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,제주올레 4코스,표선 해비치 해수욕장부터 감귤이 유명한 남원까지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,중문골프장,미 PGA가 아시아에서는 최초로 공인한 정통골프코스가 있는 곳,,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,흡연구역,음료대",,,,,,,,,,,,,,,,,,,,,,,,,,
299,진아영 할머니 집터,총탄에 턱을 맞고 쓰러진 뒤 무명천으로 턱을 가린 채 후유증으로 삶을 살아가셨던 진아영 할머니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,탐나라공화국(제주남이섬),제주의 자연과 문화를 스토리텔링으로 풀어낸 테마파크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,협재굴(한림공원),천연기념물 236호로 세계 제3대 불가사의 동굴로 꼽히는 용암동굴,"3~9월 08:30~19:00, 여름성수기 - 7월 15일~8월 20일 08:30~19:30, 10월 08:30~18:30, 11월~2월 08:30~18:00 * 연중무휴 / 입장마감시간은 폐장 1시간 전",,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
302,화순곶자왈생태탐방숲길,"한라산과 산방산이 보이는, 북방계와 남방계 식물이 공존하는 신비로운 곶자왈",,"평일 : 07:00 ~ 16:00 , 주말 : 07:00 ~ 16:00","유료,장애인 무료",실외,기타,산책로,1시간 미만,하,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,화순리 유채꽃길,서귀포시 안덕면 서광동 사거리부터 화순리 사거리까지의 유채꽃길.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,강정천유원지,은어들이 춤을 추고 용천수와 바다가 만나는 곳,,,,,,,,,"공용주차장,화장실,유도 및 안내시설",,,,,,,,,,,,,,,,,,,,,,,,,,
305,곽지레저 & 서프나우,제주시 곽지해변 인근에 위치한 서핑스쿨.,06:00~19:00 (기상에 따라 휴무일이 달라질 수 있음),"평일 : 06:00 ~ 20:00 , 주말 : 06:00 ~ 20:00","유료,성인강습6만, 어린이10만, 외국인10만, 보드렌탈3만",실내+실외,,,2~3시간,하,"공용주차장,현금결제,카드결제,화장실,편의점",,,,,,,,,,,,,,,,,,,,,,,,,,
306,구좌해안로,온 세상이 수국과 노란색 유채꽃으로 물들 것만 같은 구좌 해안로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,김녕요트투어,돌고래와 함께하는 최고급 인테리어 시설의 김녕요트투어,연중 무휴,"평일 : 10:00 ~ 18:40 , 주말 : 10:00 ~ 18:40",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
308,도두해안도로,제주시내에 위치한 해안가도로입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,두산봉(말미오름),올레1코스의 마스코트 두산봉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,로봇스퀘어,"제주도 최초의 로봇 테마 전시관인 로봇스퀘어는 상상보다 더욱 다양하고 정교한 로봇 세상을 만나는 곳이다. 총 3개 전시관으로 나뉘어져 있으며 로봇 공연과 탑승 로봇 체험, 프로보 로봇 조립 등 볼거리와 체험거리가 가득하다.",1시간전 입장마감,"평일 : 10:00 ~ 18:30 , 주말 : 10:00 ~ 18:30",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
311,마라도등대,동중국해와 제주도 남부해역을 오가는 선박들이 육지초인표지,휴무관련없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,마린파크,국내유일 돌고래 체험장 마린파크,AM - 09:30 ~ PM - 17:30 ( 16:30 입장마감 ) / 연중무휴,"평일 : 09:30 ~ 18:30 , 주말 : 09:30 ~ 18:30","유료,입장료 성인 9.000원, 청소년 8.000원 소인 7.000원 => 장애인, 도민 50% 할인",실내,"체험,기타,공연/전시",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",,,,,,,,,,,,,,,,,,,,,,,,,,
313,무릉곶자왈,초보들도 쉽게 탐방할 수 있는 곳,15:00 이후 진입금지/ 연중무휴,,,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,
314,문화예술마을 저지리 농어촌체험마을,'문화예술'이 있는 마을,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,빌레못동굴,"천연기념물 제342호, 총길이 11,749m의 세계에서 가장 긴 동굴",매일 09:00 - 17:00 매달 첫째 주 수요일 휴무,,,,,,,,유도 및 안내시설,,,,,,,,,,,,,,,,,,,,,,,,,,
316,사려니오름,볼록한 제주 오름들이 한눈에 보이는 사려니오름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,산지천,동문시장에서 제주항까지 이어진 내천,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,생이기정,올레 12코스에 위치한 절벽길,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,서건도,"바다 걸어서 섬까지, 제주도에 있는 모세의 기적으로 제주의 숨은 명소.",썰물 시 이용가능,,,,,,,,"공용주차장,유도 및 안내시설",,,,,,,,,,,,,,,,,,,,,,,,,,
320,서커스월드공연장,국내 최초로 선보이는 7인 여전사 오토바이쇼,"연중무휴 / 1회 10:30, 2회 15:00, 3회 17:00 (계절에 따라 시간이 변동)","평일 : 10:30 ~ 16:30 , 주말 : 10:30 ~ 16:30","유료,성인 15.000원 청소년 · 소인 12.000원 => 장애인 30%",실내,공연/전시,,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
321,성읍녹차마을,녹차재배의 최적지 청정제주에서 만나는 녹차다원,,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
322,송당본향당,제주 민간신앙의 자취를 확인할 수 있는 송당본향당,"하절기 08:30~18:00, 동절기 09:00~17:30",,,,,,,,"공용주차장,유도 및 안내시설",,,,,,,,,,,,,,,,,,,,,,,,,,
323,쉬리의언덕,쉬리의 마지막 장면 속으로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,싱게물(싱계물)공원,제주의 숨어있는 비경. 이국적인 풍경의 쉼터,연중무휴,,,,,,,,"공용주차장,음료대",,,,,,,,,,,,,,,,,,,,,,,,,,
